team_name,team_id,season,head_coach,division,conference,conference_id,wins,losses,ties,wl_per,notes
Dist. Columbia Firebirds,186,2018,Rodger Colbert,2,ECC,11265,8,7,0,0.533,NA
Dist. Columbia Firebirds,186,2017,Rodger Colbert,2,ECC,11265,5,7,0,0.417,NA
Dist. Columbia Firebirds,186,2016,Scott Urick,2,ECC,11265,4,8,0,0.333,NA
Dist. Columbia Firebirds,186,2015,Scott Urick,2,ECC,11265,2,9,0,0.182,NA
Dist. Columbia Firebirds,186,2014,Scott Urick,2,ECC,11265,3,8,0,0.273,NA
Sewanee Tigers,652,2023,Nick DiBernardo,3,SAA,30169,0,0,0,0,NA
Sewanee Tigers,652,2022,Nick DiBernardo,3,SAA,30169,9,9,0,0.5,NA
Sewanee Tigers,652,2021,Nick DiBernardo,3,SAA,30169,1,2,0,0.333,Did not meet minimum number of contests played to be included in national statistical rankings
Sewanee Tigers,652,2020,Marty Watters,3,SAA,30169,1,5,0,0.167,NA
Sewanee Tigers,652,2019,Marty Watters,3,SAA,30169,10,7,0,0.588,NA
Sewanee Tigers,652,2018,Marty Watters,3,SAA,30169,10,7,0,0.588,NA
Sewanee Tigers,652,2017,Marty Watters,3,SAA,30169,10,7,0,0.588,NA
Sewanee Tigers,652,2016,Marty Watters,3,SAA,30169,12,4,0,0.75,NA
Sewanee Tigers,652,2015,Marty Watters,3,SAA,30169,11,4,0,0.733,NA
Sewanee Tigers,652,2014,Marty Watters,3,SAA,30169,11,5,0,0.688,NA
Sewanee Tigers,652,2013,Marty Watters,3,SCAC,835,14,4,0,0.778,NA
Sewanee Tigers,652,2012,Marty Watters,3,SCAC,835,12,5,0,0.706,NA
Sewanee Tigers,652,2011,Marty Watters,3,SCAC,835,7,8,0,0.467,NA
Sewanee Tigers,652,2010,Marty Watters,3,SCAC,835,4,10,0,0.286,NA
Sewanee Tigers,652,2009,Marty Watters,3,NA,NA,4,10,0,0.286,NA
Sewanee Tigers,652,2008,Marty Watters,3,NA,NA,4,9,0,0.308,Inagural Season
Utah Utes,732,2023,Andrew McMinn,1,ASUN,920,0,0,0,0,NA
Utah Utes,732,2022,Andrew McMinn,1,ASUN,920,10,4,0,0.714,NA
Utah Utes,732,2021,Brian Holman,1,DI Independent,NA,4,7,0,0.364,NA
Utah Utes,732,2020,Brian Holman,1,DI Independent,NA,3,3,0,0.5,NA
Utah Utes,732,2019,Brian Holman,1,DI Independent,NA,5,10,0,0.333,NA
Vermont Catamounts,738,2023,Chris Feifs,1,America East,845,0,0,0,0,NA
Vermont Catamounts,738,2022,Chris Feifs,1,America East,845,12,7,0,0.632,NA
Vermont Catamounts,738,2021,Chris Feifs,1,America East,845,9,5,0,0.643,NA
Vermont Catamounts,738,2020,Chris Feifs,1,America East,845,3,1,0,0.75,NA
Vermont Catamounts,738,2019,Chris Feifs,1,America East,845,8,7,0,0.533,NA
Vermont Catamounts,738,2018,Chris Feifs,1,America East,845,12,4,0,0.75,NA
Vermont Catamounts,738,2017,Chris Feifs,1,America East,845,5,8,0,0.385,NA
Vermont Catamounts,738,2016,Ryan Curtis,1,America East,845,9,8,0,0.529,NA
Vermont Catamounts,738,2015,Ryan Curtis,1,America East,845,6,10,0,0.375,NA
Vermont Catamounts,738,2014,Ryan Curtis,1,America East,845,5,8,0,0.385,NA
Vermont Catamounts,738,2013,Ryan Curtis,1,America East,845,4,10,0,0.286,NA
Vermont Catamounts,738,2012,Ryan Curtis,1,America East,845,2,12,0,0.143,NA
Vermont Catamounts,738,2011,Ryan Curtis,1,America East,845,6,9,0,0.4,NA
Vermont Catamounts,738,2010,Ryan Curtis,1,America East,845,3,13,0,0.188,NA
Vermont Catamounts,738,2009,Ryan Curtis,1,America East,845,4,10,0,0.286,NA
Vermont Catamounts,738,2008,Ryan Curtis,1,America East,845,5,11,0,0.313,NA
Vermont Catamounts,738,2007,Ryan Curtis,1,America East,845,4,10,0,0.286,NA
Vermont Catamounts,738,2006,Steve Beville,1,America East,845,9,6,0,0.6,NA
Vermont Catamounts,738,2005,Steve Beville,1,America East,845,5,7,0,0.417,NA
Vermont Catamounts,738,2004,Steve Beville,1,NA,NA,6,9,0,0.4,NA
Vermont Catamounts,738,2003,Steve Beville,1,America East,845,5,8,0,0.385,NA
Vermont Catamounts,738,2002,Steve Beville,1,America East,845,5,9,0,0.357,NA
Vermont Catamounts,738,2001,Steve Beville,1,NA,NA,8,6,0,0.571,NA
Vermont Catamounts,738,2000,Steve Beville,1,NA,NA,5,8,0,0.385,NA
Vermont Catamounts,738,1999,Steve Beville,1,NA,NA,5,9,0,0.357,NA
Vermont Catamounts,738,1998,Jeff Thomsen,1,NA,NA,2,12,0,0.143,NA
Vermont Catamounts,738,1997,Jeff Thomsen,1,NA,NA,10,6,0,0.625,NA
Vermont Catamounts,738,1996,Jeff Thomsen,1,NA,NA,5,10,0,0.333,NA
Vermont Catamounts,738,1995,Jeff Thomsen,1,NA,NA,5,8,0,0.385,NA
Vermont Catamounts,738,1994,Jeff Thomsen,1,NA,NA,10,5,0,0.667,NA
Vermont Catamounts,738,1993,Jeff Thomsen,1,NA,NA,10,5,0,0.667,NA
Vermont Catamounts,738,1992,Jeff Thomsen,1,NA,NA,6,7,0,0.462,NA
Vermont Catamounts,738,1991,Jeff Thomsen,1,NA,NA,8,6,0,0.571,NA
Vermont Catamounts,738,1990,Jeff Thomsen,1,NA,NA,9,5,0,0.643,NA
Vermont Catamounts,738,1989,Jeff Thomsen,1,NA,NA,4,9,0,0.308,NA
Vermont Catamounts,738,1988,Jeff Thomsen,1,NA,NA,6,9,0,0.4,NA
Vermont Catamounts,738,1987,Paul Hopper,1,NA,NA,8,5,0,0.615,NA
Vermont Catamounts,738,1986,Mike O'Neil,1,NA,NA,11,3,0,0.786,NA
Vermont Catamounts,738,1985,Mike O'Neil,1,NA,NA,9,4,0,0.692,NA
Vermont Catamounts,738,1984,Mike O'Neil,1,NA,NA,10,4,0,0.714,NA
Vermont Catamounts,738,1983,Mike O'Neil,1,NA,NA,10,3,0,0.769,NA
Vermont Catamounts,738,1982,Rick Farnham,1,NA,NA,3,7,0,0.3,NA
Vermont Catamounts,738,1981,Rick Farnham,1,NA,NA,3,6,0,0.333,NA
Vermont Catamounts,738,1980,Rick Farnham,1,NA,NA,3,6,0,0.333,NA
Vermont Catamounts,738,1979,Rick Farnham,1,NA,NA,4,7,0,0.364,NA
Vermont Catamounts,738,1978,Rick Farnham,1,NA,NA,2,6,0,0.25,NA
Virginia Cavaliers,746,2023,Lars Tiffany,1,ACC,821,0,0,0,0,NA
Virginia Cavaliers,746,2022,Lars Tiffany,1,ACC,821,12,4,0,0.75,NA
Virginia Cavaliers,746,2021,Lars Tiffany,1,ACC,821,14,4,0,0.778,NA
Virginia Cavaliers,746,2020,Lars Tiffany,1,ACC,821,4,2,0,0.667,NA
Virginia Cavaliers,746,2019,Lars Tiffany,1,ACC,821,17,3,0,0.85,NA
Virginia Cavaliers,746,2018,Lars Tiffany,1,ACC,821,12,6,0,0.667,NA
Virginia Cavaliers,746,2017,Lars Tiffany,1,ACC,821,8,7,0,0.533,NA
Virginia Cavaliers,746,2016,Dom Starsia,1,ACC,821,7,8,0,0.467,NA
Virginia Cavaliers,746,2015,Dom Starsia,1,ACC,821,10,5,0,0.667,NA
Virginia Cavaliers,746,2014,Dom Starsia,1,ACC,821,10,6,0,0.625,NA
Virginia Cavaliers,746,2013,Dom Starsia,1,ACC,821,7,8,0,0.467,NA
Virginia Cavaliers,746,2012,Dom Starsia,1,ACC,821,12,4,0,0.75,NA
Virginia Cavaliers,746,2011,Dom Starsia,1,ACC,821,13,5,0,0.722,National Champion
Virginia Cavaliers,746,2010,Dom Starsia,1,ACC,821,16,2,0,0.889,NA
Virginia Cavaliers,746,2009,Dom Starsia,1,ACC,821,15,3,0,0.833,NA
Virginia Cavaliers,746,2008,Dom Starsia,1,ACC,821,14,4,0,0.778,NA
Virginia Cavaliers,746,2007,Dom Starsia,1,ACC,821,12,4,0,0.75,NA
Virginia Cavaliers,746,2006,Dom Starsia,1,ACC,821,17,0,0,1,NA
Virginia Cavaliers,746,2005,Dom Starsia,1,ACC,821,11,4,0,0.733,NA
Virginia Cavaliers,746,2004,Dom Starsia,1,NA,NA,5,8,0,0.385,NA
Virginia Cavaliers,746,2003,Dom Starsia,1,ACC,821,15,2,0,0.882,NA
Virginia Cavaliers,746,2002,Dom Starsia,1,ACC,821,11,4,0,0.733,NA
Virginia Cavaliers,746,2001,Dom Starsia,1,NA,NA,7,7,0,0.5,NA
Virginia Cavaliers,746,2000,Dom Starsia,1,NA,NA,13,2,0,0.867,NA
Virginia Cavaliers,746,1999,Dom Starsia,1,NA,NA,13,3,0,0.813,NA
Virginia Cavaliers,746,1998,Dom Starsia,1,NA,NA,8,5,0,0.615,NA
Virginia Cavaliers,746,1997,Dom Starsia,1,NA,NA,11,3,0,0.786,NA
Virginia Cavaliers,746,1996,Dom Starsia,1,NA,NA,12,4,0,0.75,NA
Virginia Cavaliers,746,1995,Dom Starsia,1,NA,NA,12,3,0,0.8,NA
Virginia Cavaliers,746,1994,Dom Starsia,1,NA,NA,13,4,0,0.765,NA
Virginia Cavaliers,746,1993,Dom Starsia,1,NA,NA,10,5,0,0.667,NA
Virginia Cavaliers,746,1992,Jim Adams,1,NA,NA,7,5,0,0.583,NA
Virginia Cavaliers,746,1991,Jim Adams,1,NA,NA,10,4,0,0.714,NA
Virginia Cavaliers,746,1990,Jim Adams,1,NA,NA,9,5,0,0.643,NA
Virginia Cavaliers,746,1989,Jim Adams,1,NA,NA,7,5,0,0.583,NA
Virginia Cavaliers,746,1988,Jim Adams,1,NA,NA,9,5,0,0.643,NA
Virginia Cavaliers,746,1987,Jim Adams,1,NA,NA,6,7,0,0.462,NA
Virginia Cavaliers,746,1986,Jim Adams,1,NA,NA,12,3,0,0.8,NA
Virginia Cavaliers,746,1985,Jim Adams,1,NA,NA,11,3,0,0.786,NA
Virginia Cavaliers,746,1984,Jim Adams,1,NA,NA,10,3,0,0.769,NA
Virginia Cavaliers,746,1983,Jim Adams,1,NA,NA,10,2,0,0.833,NA
Virginia Cavaliers,746,1982,Jim Adams,1,NA,NA,10,3,0,0.769,NA
Virginia Cavaliers,746,1981,Jim Adams,1,NA,NA,9,4,0,0.692,NA
Virginia Cavaliers,746,1980,Jim Adams,1,NA,NA,12,2,0,0.857,NA
Virginia Cavaliers,746,1979,Jim Adams,1,NA,NA,9,4,0,0.692,NA
Virginia Cavaliers,746,1978,Jim Adams,1,NA,NA,6,5,0,0.545,NA
Virginia Cavaliers,746,1977,Glenn Thiel,1,NA,NA,7,5,0,0.583,NA
Virginia Cavaliers,746,1976,Glenn Thiel,1,NA,NA,5,5,0,0.5,NA
Virginia Cavaliers,746,1975,Glenn Thiel,1,NA,NA,7,4,0,0.636,NA
Virginia Cavaliers,746,1974,Glenn Thiel,1,NA,NA,5,4,0,0.556,NA
Virginia Cavaliers,746,1973,Glenn Thiel,1,NA,NA,10,4,0,0.714,NA
Virginia Cavaliers,746,1972,Glenn Thiel,1,NA,NA,11,4,0,0.733,NA
Virginia Cavaliers,746,1971,Glenn Thiel,1,NA,NA,10,2,0,0.833,NA
Virginia Cavaliers,746,1970,Glenn Thiel,1,NA,NA,8,2,0,0.8,NA
Virginia Cavaliers,746,1969,Bud Beardmore,1,NA,NA,7,3,0,0.7,NA
Virginia Cavaliers,746,1968,Bud Beardmore,1,NA,NA,7,6,0,0.538,NA
Virginia Cavaliers,746,1967,Gene Corrigan,1,NA,NA,7,5,0,0.583,NA
Virginia Cavaliers,746,1966,Gene Corrigan,1,NA,NA,2,9,0,0.182,NA
Virginia Cavaliers,746,1965,Gene Corrigan,1,NA,NA,5,6,0,0.455,NA
Virginia Cavaliers,746,1964,Gene Corrigan,1,NA,NA,7,5,0,0.583,NA
Virginia Cavaliers,746,1963,Gene Corrigan,1,NA,NA,6,5,0,0.545,NA
Virginia Cavaliers,746,1962,Gene Corrigan,1,NA,NA,8,4,0,0.667,NA
Virginia Cavaliers,746,1961,Gene Corrigan,1,NA,NA,8,4,0,0.667,NA
Virginia Cavaliers,746,1960,Gene Corrigan,1,NA,NA,4,5,0,0.444,NA
Virginia Cavaliers,746,1959,Gene Corrigan,1,NA,NA,4,6,0,0.4,NA
Virginia Cavaliers,746,1958,Bob Sandell,1,NA,NA,4,5,0,0.444,NA
Virginia Cavaliers,746,1957,Bob Sandell,1,NA,NA,4,6,0,0.4,NA
Virginia Cavaliers,746,1956,Bob Sandell,1,NA,NA,6,4,0,0.6,NA
Virginia Cavaliers,746,1955,Bob Sandell,1,NA,NA,4,5,0,0.444,NA
Virginia Cavaliers,746,1954,Wilson Fewster,1,NA,NA,6,4,1,0.591,NA
Virginia Cavaliers,746,1953,Robert Fuller,1,NA,NA,7,3,0,0.7,NA
Virginia Cavaliers,746,1952,Robert Fuller,1,NA,NA,7,2,0,0.778,NA
Virginia Cavaliers,746,1951,Robert Fuller,1,NA,NA,7,2,0,0.778,NA
Virginia Cavaliers,746,1950,Charles Guy,1,NA,NA,8,3,0,0.727,NA
Virginia Cavaliers,746,1949,Charles Guy,1,NA,NA,7,4,0,0.636,NA
Virginia Cavaliers,746,1948,Randall Coleman,1,NA,NA,4,6,0,0.4,NA
Virginia Cavaliers,746,1947,Randall Coleman,1,NA,NA,3,4,0,0.429,NA
Virginia Cavaliers,746,1946,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1945,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1944,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1943,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1942,Erv Dickey,1,NA,NA,0,4,0,0,NA
Virginia Cavaliers,746,1941,Walter Coakley,1,NA,NA,0,5,0,0,NA
Virginia Cavaliers,746,1940,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1939,John Goucher,1,NA,NA,0,8,0,0,NA
Virginia Cavaliers,746,1938,Kirk Train,1,NA,NA,5,6,0,0.455,NA
Virginia Cavaliers,746,1937,Kirk Train,1,NA,NA,1,1,0,0.5,NA
Virginia Cavaliers,746,1936,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1935,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1934,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1933,NA,1,NA,NA,NA,NA,NA,NA,NA
Virginia Cavaliers,746,1932,Gus Welch,1,NA,NA,0,2,0,0,NA
Virginia Cavaliers,746,1931,Gus Welch,1,NA,NA,0,4,1,0.1,NA
Virginia Cavaliers,746,1930,Gus Welch,1,NA,NA,1,3,1,0.3,NA
Virginia Cavaliers,746,1929,Allen Voshell,1,NA,NA,0,5,0,0,NA
Virginia Cavaliers,746,1928,Allen Voshell,1,NA,NA,0,5,0,0,NA
Virginia Cavaliers,746,1927,Allen Voshell,1,NA,NA,0,5,0,0,NA
Virginia Cavaliers,746,1926,Allen Voshell,1,NA,NA,0,3,2,0.2,NA
Virginia Cavaliers,746,1925,Allen Voshell,1,NA,NA,0,2,0,0,NA
Ursinus Bears,730,2023,Corey Shaffer,3,Centennial,9683,0,0,0,0,NA
Ursinus Bears,730,2022,Gary Mercadante,3,Centennial,9683,8,8,0,0.5,NA
Ursinus Bears,730,2021,Gary Mercadante,3,Centennial,9683,4,2,0,0.667,NA
Ursinus Bears,730,2020,Gary Mercadante,3,Centennial,9683,7,0,0,1,NA
Ursinus Bears,730,2019,Gary Mercadante,3,Centennial,9683,13,4,0,0.765,NA
Ursinus Bears,730,2018,Jamie Steele,3,Centennial,9683,0,11,0,0,COI vacated 3 wins (1/2020)
Ursinus Bears,730,2017,Jamie Steele,3,Centennial,9683,9,5,0,0.643,NA
Ursinus Bears,730,2016,Jamie Steele,3,Centennial,9683,14,3,0,0.824,NA
Ursinus Bears,730,2015,Jamie Steele,3,Centennial,9683,14,4,0,0.778,NA
Ursinus Bears,730,2014,Jamie Steele,3,Centennial,9683,9,6,0,0.6,NA
Ursinus Bears,730,2013,Jamie Steele,3,Centennial,9683,9,5,0,0.643,NA
Ursinus Bears,730,2012,Jamie Steele,3,Centennial,9683,6,9,0,0.4,NA
Ursinus Bears,730,2011,Jamie Steele,3,Centennial,9683,9,6,0,0.6,NA
Ursinus Bears,730,2010,Jamie Steele,3,Centennial,9683,8,5,0,0.615,NA
Ursinus Bears,730,2009,C. Glenn Carter (2-3)Jamie Steele (4-6),3,Centennial,9683,6,9,0,0.4,NA
Ursinus Bears,730,2008,C. Glenn Carter,3,Centennial,9683,7,9,0,0.438,NA
Ursinus Bears,730,2007,C. Glenn Carter,3,Centennial,9683,9,5,0,0.643,NA
Ursinus Bears,730,2006,C. Glenn Carter,3,Centennial,9683,4,11,0,0.267,NA
Ursinus Bears,730,2005,C. Glenn Carter,3,NA,NA,6,8,0,0.429,NA
Ursinus Bears,730,2004,C. Glenn Carter,3,Centennial,9683,3,10,0,0.231,NA
Utica Pioneers,733,2023,Lelan Rogers,3,Empire 8,863,0,0,0,0,NA
Utica Pioneers,733,2022,Justin  Patterson,3,Empire 8,863,6,9,0,0.4,NA
Utica Pioneers,733,2021,Michael Parnell,3,Empire 8,863,5,1,0,0.833,NA
Utica Pioneers,733,2020,Michael Parnell,3,Empire 8,863,1,4,0,0.2,NA
Utica Pioneers,733,2019,Michael Parnell,3,Empire 8,863,7,9,0,0.438,NA
Utica Pioneers,733,2018,Michael Parnell,3,Empire 8,863,6,9,0,0.4,NA
Utica Pioneers,733,2017,Michael Parnell,3,Empire 8,863,10,6,0,0.625,NA
Utica Pioneers,733,2016,Michael Parnell,3,Empire 8,863,4,11,0,0.267,NA
Utica Pioneers,733,2015,Michael Parnell,3,Empire 8,863,8,8,0,0.5,NA
Utica Pioneers,733,2014,Michael Parnell,3,Empire 8,863,8,8,0,0.5,NA
Utica Pioneers,733,2013,Michael Parnell,3,Empire 8,863,9,7,0,0.563,NA
Utica Pioneers,733,2012,Michael Parnell,3,Empire 8,863,8,8,0,0.5,NA
Utica Pioneers,733,2011,Michael Parnell,3,Empire 8,863,2,13,0,0.133,NA
Utica Pioneers,733,2010,Michael Parnell,3,Empire 8,863,5,10,0,0.333,NA
Utica Pioneers,733,2009,Michael Parnell,3,Empire 8,863,8,7,0,0.533,NA
Utica Pioneers,733,2008,Michael Parnell,3,Empire 8,863,4,11,0,0.267,NA
Utica Pioneers,733,2007,Michael Parnell,3,Empire 8,863,6,8,0,0.429,NA
Utica Pioneers,733,2006,Michael Parnell,3,Empire 8,863,7,6,0,0.538,NA
Utica Pioneers,733,2005,Tim Nelson,3,Empire 8,863,5,9,0,0.357,NA
Utica Pioneers,733,2004,Tim Nelson,3,Empire 8,863,8,7,0,0.533,NA
Utica Pioneers,733,2003,Tim Nelson,3,Empire 8,863,8,6,0,0.571,NA
Utica Pioneers,733,2002,Tim Nelson,3,Empire 8,863,5,9,0,0.357,NA
Utica Pioneers,733,2001,Tim Nelson,3,NA,NA,6,9,0,0.4,NA
Utica Pioneers,733,2000,Tim Nelson,3,NA,NA,6,6,0,0.5,NA
Vassar Brewers,737,2023,John McCreery,3,Liberty League,24197,0,0,0,0,NA
Vassar Brewers,737,2022,John McCreery,3,Liberty League,24197,7,7,0,0.5,NA
Vassar Brewers,737,2021,John McCreery,3,Liberty League,24197,1,5,0,0.167,NA
Vassar Brewers,737,2020,John McCreery,3,Liberty League,24197,3,2,0,0.6,NA
Vassar Brewers,737,2019,John McCreery,3,Liberty League,24197,4,11,0,0.267,NA
Vassar Brewers,737,2018,Marc Graham,3,Liberty League,24197,2,12,0,0.143,NA
Vassar Brewers,737,2017,Marc Graham,3,Liberty League,24197,11,5,0,0.688,NA
Vassar Brewers,737,2016,Marc Graham,3,Liberty League,24197,8,8,0,0.5,NA
Vassar Brewers,737,2015,Marc Graham,3,Liberty League,24197,6,10,0,0.375,NA
Vassar Brewers,737,2014,Marc Graham,3,Liberty League,24197,6,9,0,0.4,NA
Vassar Brewers,737,2013,Marc Graham,3,Liberty League,24197,3,11,0,0.214,NA
Vassar Brewers,737,2012,Marc Graham,3,Liberty League,24197,3,10,0,0.231,NA
Vassar Brewers,737,2011,Drew Bezek,3,Liberty League,24197,5,9,0,0.357,NA
Vassar Brewers,737,2010,Joe Proud,3,Liberty League,24197,4,10,0,0.286,NA
Vassar Brewers,737,2009,Joe Proud,3,Liberty League,24197,6,9,0,0.4,NA
Vassar Brewers,737,2008,Joe Proud,3,Liberty League,24197,4,11,0,0.267,NA
Vassar Brewers,737,2007,Joe Proud,3,Liberty League,24197,2,13,0,0.133,NA
Vassar Brewers,737,2006,Joe Proud,3,Liberty League,24197,1,12,0,0.077,NA
Vassar Brewers,737,2005,Brian Rhoads,3,Liberty League,24197,1,12,0,0.077,NA
Vassar Brewers,737,2004,Dick Sipperly,3,Liberty League,24197,3,9,0,0.25,NA
Vassar Brewers,737,2003,Dick Sipperly,3,Liberty League,24197,3,9,0,0.25,NA
Vassar Brewers,737,2002,Dick Sipperly,3,Liberty League,24197,3,10,0,0.231,NA
Vassar Brewers,737,2001,Dick Sipperly,3,NA,NA,5,10,0,0.333,NA
Vassar Brewers,737,2000,Dick Sipperly,3,NA,NA,5,9,0,0.357,NA
Vassar Brewers,737,1999,Dick Sipperly,3,NA,NA,3,9,0,0.25,NA
Vassar Brewers,737,1998,Dick Sipperly,3,NA,NA,5,8,0,0.385,NA
Vassar Brewers,737,1997,Dick Sipperly,3,NA,NA,3,10,0,0.231,NA
Vassar Brewers,737,1996,Dick Sipperly,3,NA,NA,3,7,0,0.3,NA
Vassar Brewers,737,1995,Dick Sipperly,3,NA,NA,1,7,0,0.125,NA
Vassar Brewers,737,1994,Jeff Akins,3,NA,NA,3,8,0,0.273,NA
Vassar Brewers,737,1993,Jeff Akins,3,NA,NA,3,7,0,0.3,NA
Vassar Brewers,737,1992,Tom Martino,3,NA,NA,2,11,0,0.154,NA
Vassar Brewers,737,1991,Tom Martino,3,NA,NA,5,10,0,0.333,NA
Vassar Brewers,737,1990,Tom Martino,3,NA,NA,2,4,0,0.333,NA
Vassar Brewers,737,1989,Andy Arenson,3,NA,NA,3,5,0,0.375,NA
Vassar Brewers,737,1988,Andy Arenson,3,NA,NA,2,4,0,0.333,NA
Villanova Wildcats,739,2023,Michael Corrado,1,Big East,30184,0,0,0,0,NA
Villanova Wildcats,739,2022,Michael Corrado,1,Big East,30184,9,6,0,0.6,NA
Villanova Wildcats,739,2021,Michael Corrado,1,Big East,30184,7,5,0,0.583,NA
Villanova Wildcats,739,2020,Michael Corrado,1,Big East,30184,4,3,0,0.571,NA
Villanova Wildcats,739,2019,Michael Corrado,1,Big East,30184,8,7,0,0.533,NA
Villanova Wildcats,739,2018,Michael Corrado,1,Big East,30184,10,6,0,0.625,NA
Villanova Wildcats,739,2017,Michael Corrado,1,Big East,30184,9,6,0,0.6,NA
Villanova Wildcats,739,2016,Michael Corrado,1,Big East,30184,9,5,0,0.643,NA
Villanova Wildcats,739,2015,Michael Corrado,1,Big East,30184,6,8,0,0.429,NA
Villanova Wildcats,739,2014,Michael Corrado,1,Big East,30184,6,10,0,0.375,NA
Villanova Wildcats,739,2013,Michael Corrado,1,AAC,823,7,8,0,0.467,NA
Villanova Wildcats,739,2012,Michael Corrado,1,AAC,823,8,7,0,0.533,NA
Villanova Wildcats,739,2011,Michael Corrado,1,AAC,823,11,5,0,0.688,NA
Villanova Wildcats,739,2010,Michael Corrado,1,AAC,823,10,5,0,0.667,NA
Villanova Wildcats,739,2009,Michael Corrado,1,CAA,837,11,6,0,0.647,NA
Villanova Wildcats,739,2008,Michael Corrado,1,CAA,837,5,10,0,0.333,NA
Villanova Wildcats,739,2007,Michael Corrado,1,CAA,837,7,7,0,0.5,NA
Villanova Wildcats,739,2006,Randy Marks,1,CAA,837,5,10,0,0.333,NA
Villanova Wildcats,739,2005,Randy Marks,1,CAA,837,7,8,0,0.467,NA
Villanova Wildcats,739,2004,Randy Marks,1,NA,NA,12,3,0,0.8,NA
Villanova Wildcats,739,2003,Randy Marks,1,CAA,837,10,5,0,0.667,NA
Villanova Wildcats,739,2002,Randy Marks,1,CAA,837,6,8,0,0.429,NA
Villanova Wildcats,739,2001,Randy Marks,1,NA,NA,8,6,0,0.571,NA
Villanova Wildcats,739,2000,Randy Marks,1,NA,NA,9,5,0,0.643,NA
Villanova Wildcats,739,1999,Randy Marks,1,NA,NA,8,6,0,0.571,NA
Villanova Wildcats,739,1998,Randy Marks,1,NA,NA,6,8,0,0.429,NA
Villanova Wildcats,739,1997,Randy Marks,1,NA,NA,7,7,0,0.5,NA
Villanova Wildcats,739,1996,Randy Marks,1,NA,NA,8,7,0,0.533,NA
Villanova Wildcats,739,1995,Randy Marks,1,NA,NA,6,9,0,0.4,NA
Villanova Wildcats,739,1994,Randy Marks,1,NA,NA,5,8,0,0.385,NA
Villanova Wildcats,739,1993,Randy Marks,1,NA,NA,6,7,0,0.462,NA
Villanova Wildcats,739,1992,Randy Marks,1,NA,NA,7,7,0,0.5,NA
Villanova Wildcats,739,1991,Randy Marks,1,NA,NA,9,5,0,0.643,NA
Villanova Wildcats,739,1990,Randy Marks,1,NA,NA,9,5,0,0.643,NA
Villanova Wildcats,739,1989,Randy Marks,1,NA,NA,9,5,0,0.643,NA
Villanova Wildcats,739,1988,Randy Marks,1,NA,NA,5,8,0,0.385,NA
Villanova Wildcats,739,1987,Randy Marks,1,NA,NA,7,6,0,0.538,NA
Villanova Wildcats,739,1986,Randy Marks,1,NA,NA,8,6,0,0.571,NA
Villanova Wildcats,739,1985,Randy Marks,1,NA,NA,4,8,0,0.333,NA
Villanova Wildcats,739,1984,Randy Marks,1,NA,NA,11,1,0,0.917,NA
Villanova Wildcats,739,1983,Randy Marks,1,NA,NA,7,4,0,0.636,NA
Villanova Wildcats,739,1982,NA,NA,NA,NA,4,8,0,0.333,NA
Villanova Wildcats,739,1981,NA,NA,NA,NA,4,8,0,0.333,NA
VMI Keydets,741,2023,James Purpura,1,MAAC,871,0,0,0,0,NA
VMI Keydets,741,2022,James Purpura,1,SoCon,912,4,11,0,0.267,NA
VMI Keydets,741,2021,James Purpura,1,SoCon,912,1,10,0,0.091,NA
VMI Keydets,741,2020,Jon Birsner,1,SoCon,912,0,4,0,0,NA
VMI Keydets,741,2019,Jon Birsner,1,SoCon,912,4,9,0,0.308,NA
VMI Keydets,741,2018,Jon Birsner,1,SoCon,912,2,11,0,0.154,NA
VMI Keydets,741,2017,Jon Birsner,1,SoCon,912,2,12,0,0.143,NA
VMI Keydets,741,2016,Jon Birsner,1,SoCon,912,2,14,0,0.125,NA
VMI Keydets,741,2015,Brian Anken,1,SoCon,912,1,14,0,0.067,NA
VMI Keydets,741,2014,Brian Anken,1,ASUN,920,2,12,0,0.143,NA
VMI Keydets,741,2013,Brian Anken,1,MAAC,871,1,12,0,0.077,NA
VMI Keydets,741,2012,Brian Anken,1,MAAC,871,4,10,0,0.286,NA
VMI Keydets,741,2011,Brian Anken,1,MAAC,871,2,11,0,0.154,NA
VMI Keydets,741,2010,Jeff Shirk,1,MAAC,871,2,13,0,0.133,NA
VMI Keydets,741,2009,Jeff Shirk,1,MAAC,871,3,11,0,0.214,NA
VMI Keydets,741,2008,Jeff Shirk,1,MAAC,871,6,10,0,0.375,NA
VMI Keydets,741,2007,Jeff Shirk,1,MAAC,871,2,12,0,0.143,NA
VMI Keydets,741,2006,Doug Bartlett,1,MAAC,871,3,10,0,0.231,NA
VMI Keydets,741,2005,Doug Bartlett,1,MAAC,871,7,7,0,0.5,NA
